-0.022435008	-0.10952771	0.043231066	-0.010802479	-0.03685902	0.007042818	-0.03924982	0.043991208	-0.024216263	0.089935616	0.019037439	0.01067477	-0.06176786	0.011828232	0.053699553	0.05048587
-0.03250248	-0.036438026	0.041699897	-0.077406526	0.027499652	-0.0016805645	-0.07526853	-0.0036727055	0.01818459	0.05057539	-0.03147072	0.051335067	-0.04491205	0.043236554	0.04833818	-0.01881125
0.025322296	-0.14610367	0.045278713	-0.009423329	-0.011127122	-0.041163016	0.061592203	0.09291773	0.00019051562	0.05443612	0.011324579	0.049220096	0.0038480442	0.09688448	0.072885364	-0.019340863
0.025628656	-0.1433709	0.03487139	-0.026390787	-0.007431749	-0.038590215	-0.0075385217	0.050370872	-0.00978877	0.06562716	-0.0126277935	0.1323476	-0.10297405	0.083368376	0.05141279	0.010743634
0.04346443	-0.09786449	0.0037458667	0.06654097	-0.0032674596	0.02065568	-0.03274635	0.083126284	-0.041149613	0.050393097	-0.0021866066	0.09052745	-0.04544341	0.042562183	0.05137377	0.042140715
0.021014955	-0.076970026	0.04036297	-0.036620814	0.05257187	-0.04500544	-0.09559288	0.018914325	-0.0057559786	-0.021186301	0.046461303	0.036085237	-0.038212836	0.083003186	0.037799828	0.002310484
0.030016972	-0.02186947	-0.012798826	-0.0018453659	-0.0024937086	-0.044291295	-0.053339213	0.036313914	0.0032392184	0.08637641	0.025659224	0.048931524	0.04292319	0.098587275	0.09245095	0.016131708
-0.01437052	-0.0802802	-0.0207866	-0.008727114	0.0056918417	-0.0027396644	-0.06820071	0.053646877	-0.008658657	0.016241435	0.008558676	0.038432527	-0.023890505	0.03032489	0.008537295	-0.017530255
-0.03613909	-0.09303274	0.019738002	0.035253804	0.026291747	-0.106956914	0.03273725	0.05872987	0.024269618	0.0029822118	-0.019215977	0.052999478	-0.025956219	0.038584474	0.069605164	0.055046696
0.038550112	-0.020088943	0.024584651	-0.015313047	0.07589732	-0.049484797	-0.030354265	0.03092437	-0.118836194	0.08253063	-0.04731068	0.07022859	0.03366306	0.021377074	0.022035412	-0.013126044
