-0.037418287	-0.028619854	0.026054565	0.012108284	0.05078659	-0.009136729	-0.016481342	-0.0028267044	-0.03155226	0.010164787	0.035877284	-0.022717865	-0.05111549	0.039689474	0.04802317	-0.047015775
0.0340305	0.010328401	0.06483502	0.022394534	0.10978983	0.05156809	-0.030036308	-0.034687303	0.04510357	0.10398916	-0.011658437	-0.010906216	0.050561253	0.06318163	0.025369553	-0.106290266
-0.0014116196	0.12139598	0.103150435	0.05108798	0.13946472	0.045644205	-0.03475517	-0.025341183	0.011852683	0.10765088	-0.068500325	-0.0314359	0.01265766	0.11583433	-0.01608891	-0.091008194
-0.086672366	-0.28174815	-0.28398556	-0.20889378	-0.23184757	-0.26844344	0.30218753	-0.23621592	-0.23491277	-0.30630898	0.22617309	0.2143616	-0.24696387	-0.30622914	0.27679887	0.25369093
-0.088619135	-0.022551108	-0.0328983	-0.020108504	0.0015391201	-0.06692519	0.05429741	-0.05130964	0.005719275	-0.0046744654	0.047555987	0.034327712	-0.022258548	-0.0188072	0.0060835113	0.013346555
-0.0002752419	0.025758399	0.040698983	0.060610227	0.01542622	0.010765561	-0.013206962	0.035449646	0.039333194	0.053365342	-0.009992065	0.024221739	0.021687197	0.088689215	0.025610078	-0.060656525
-0.21778384	-0.21274288	-0.26335332	-0.20385858	-0.19812623	-0.21333897	0.20559347	-0.25336874	-0.23926221	-0.24426098	0.25007534	0.18705817	-0.2704991	-0.19457175	0.28777444	0.2467766
0.075563274	0.029598564	0.08483442	0.06295676	0.045656912	0.05580356	-0.054042917	-0.032797296	0.05273265	0.037067104	-0.07803338	-0.015267711	0.035361663	0.11880666	-0.009187669	-0.036986474
-0.11104358	-0.18086484	-0.18202862	-0.19046065	-0.17945687	-0.24558873	0.2805484	-0.27303484	-0.2173344	-0.22506613	0.1895953	0.16706526	-0.20424667	-0.19779569	0.24503414	0.26514012
-0.06398198	-0.025026463	0.03594869	0.022145255	0.017328713	0.006081967	-0.029793048	0.0012270281	0.028719245	0.0206208	0.0002516074	0.04069971	-0.012563865	0.018295065	0.015501495	-0.007837549
-0.12850538	-0.23145677	-0.2432755	-0.19697013	-0.30818397	-0.19639368	0.29204676	-0.26355237	-0.21858178	-0.29773745	0.29236728	0.22663373	-0.20987415	-0.27591053	0.20377725	0.25561842
